Household_ID,Vulnerability_Category,Household_Size,Dependency_Ratio,Primary_Income_Source,Employment_Status,Monthly_Income,Food_Assistance_Received,Cash_Assistance_Received,Total_Assistance_Value,Monthly_Expenditure,Current_Debt_Level,Debt_Status,Food_Consumption_Score,Food_Security_Status,Head_of_Household_Gender,Head_of_Household_Age,Female_Headed_Household,Disability_In_Household,Chronic_Illness_In_Household,Elderly_Members_Count,Children_Under_5_Count,Years_In_Camp
10523,2,5,0.28,Business,Unemployed,4622KES,6447,5213,11660,5712,8320,Lw,43.13,Insecur,Femal,75,no,no,N,0,5,9
7246,3,8,2.67,Agriculture,employd,3423,4429,4866,9295,4906,9833,Lw,38.11,Insecure,FEMALE,51,Y,No,No,4,3,2
12089,4,9,0.8,Trading,unemp,5422,6768,6595,13363,5205,1077,Med,61.38,Insecur,M,37,N,Yes,Y,1,0,8
6966,3,4,0.87,agriculture,employd,5830,7307,"7,131",14438,5472,16476,Med,69.01,Mod,FEMALE,77,no,Yes,yes,1,0,12
16796,2,6,2.53,casual labor,Unemployed,2844KES,3417,4266,7683,2395,1739,Medium,35.27,Secure,Femal,71,no,no,Y,0,3,19
4518,4,3,1.29,Agriculture,unemp,"9,497",10483,10666,21149,10560,1194,Hgh,91.01,Moderate,M,34,No,yes,No,0,2,13
8501,1,6,0.44,business,SelfEmployed,2293,2872,2879,5751,3764,9085,Medium,19.51,Mod,FEMALE,73,N,No,yes,1,2,3
15477,4,4,1.08,casual labor,Self-Employed,7329,8132,8682,16814,8539,6382,Low,82,Moderate,male,34,Y,No,N,0,1,10
2762,4,6,1.86,business,Employed,9519,10303,10481,20784,11374,3601,Lw,74.3,Insecure,male,48,No,Y,Yes,2,2,13
16538,4,6,1.9,Aid,SelfEmployed,5830,6347,6967,13314,7613,202,Lw,57.76,Insecur,FEMALE,43,no,Yes,no,1,2,1
11544,1,4,0.71,trading,unemp,190,"2,041",1193,3234,452,3213,Low,0,Secure,male,58,Y,Y,No,0,1,1
12658,1,4,1.4,Business,employd,2579,3823,3820,7643,4101,6000,Medium,46.17,Insecur,FEMALE,25,N,No,Y,0,2,0
7064,2,9,0.94,casual labor,unemp,3442,4835,3976,8811,4113,2542,Low,43.09,Secure,Male,56,No,no,Y,1,2,6
16874,1,7,0.78,business,Employed,1569,3044,3061,6105,3208,269,Low,8.8,Sec,f,80,yes,Yes,Yes,0,1,19
8060,3,7,0.2,business,SelfEmployed,5413,7174,6734,13908,7328,3593,Medium,63.58,Secure,f,22,Y,yes,No,1,2,15
6903,2,7,0.21,casual labor,employd,5102,6274,5626,11900,4911,7920,Lw,45.36,Insecur,Male,23,yes,yes,Yes,1,2,4
8220,2,5,1.33,agriculture,unemp,3006,4576,4375,8951,4152,8308,Lw,37.22,Insecur,Femal,52,Yes,Y,No,1,1,5
17223,2,3,2.4,aid,Self-Employed,4243,6118,4803,10921,5347,2241,Med,23.24,Moderate,M,44,no,No,Y,0,0,1
1408,3,8,2.39,business,Unemployed,4962,6515,6174,12689,6256,9986,Hgh,43.42,Mod,Male,47,Y,No,No,0,2,2
8693,4,7,1.86,trading,employd,4980,5894,6363,12257,5411,5016,Medium,58.45,Insecur,Male,37,Y,no,Y,0,3,10
15878,2,9,2.44,casual labor,employd,3040,"3,902",4368,8270,4189,8034,Hgh,11.7,Secure,f,43,N,no,Y,2,3,11
12591,1,6,2.3,agriculture,Employed,3012,4795,3389,8184,4602,5415,High,44.22,Insecure,Male,72,Yes,No,Y,1,3,17
14661,3,3,1.27,Business,employd,"6,390",7780,7075,14855,7152,1358,Medium,70.53,Secure,male,33,Y,yes,N,1,2,17
11428,4,4,0.31,Aid,Unemployed,9058KES,10884,9872,20756,10713,3910,Lw,73.23,Mod,M,55,No,Yes,no,0,0,4
170,4,7,1.37,agriculture,employd,7753,9703,9007,18710,9402,9575,Medium,56.56,Mod,Male,73,N,Y,No,1,5,2
6504,2,4,2.24,Business,Self-Employed,3624KES,4635,4961,9596,3463,4884,Medium,26.13,Sec,FEMALE,44,Y,yes,N,1,4,14
13706,1,4,2.29,agriculture,SelfEmployed,2389,3066,"2,922",5988,2207,6147,High,19.96,Insecure,M,38,yes,no,Y,3,0,2
3601,4,4,1.4,Trading,employd,6952,7717,8095,15812,7640,9181,High,73.07,Secure,FEMALE,54,Yes,yes,Y,0,3,1
6946,4,4,1.06,trading,Employed,8027,9831,9212,19043,7767,1207,Low,73.92,Secure,FEMALE,48,No,N,Y,0,5,4
13309,1,7,2.22,Agriculture,Employed,2709,4595,3300,7895,4669,8080,Hgh,24.41,Sec,Male,28,Yes,N,N,2,4,12
16091,1,8,1.87,casual labor,employd,1884,2770,2400,5170,2349,871,Low,31.86,Moderate,f,56,Y,Yes,no,2,2,20
14055,3,6,1.15,aid,Self-Employed,4.0k,5708,4909,10617,3808,9658,Medium,40.58,Sec,Femal,58,Yes,No,yes,0,4,12
2354,1,6,1.22,Business,Employed,1024,"1,648",2227,3875,1661,3247,Medium,3.4,Sec,male,44,yes,Yes,no,2,2,14
5844,3,6,2.94,Agriculture,unemp,3924,5334,5029,10363,5832,7576,Lw,53.31,Sec,FEMALE,52,Y,Y,Yes,0,2,15
2018,4,3,0.96,aid,employd,5576,6707,6340,13047,7077,3450,Med,47.82,Insecure,M,33,Yes,Y,no,1,1,11
493,2,2,2.63,Agriculture,Employed,4386,5159,4930,10089,4664,6125,High,42.83,Secure,male,36,No,No,Y,0,3,8
2712,2,5,2.28,Agriculture,employd,2598,3580,"3,494",7074,3683,5301,Low,31.32,Moderate,f,63,no,no,N,1,4,14
4092,1,6,1.72,trading,Employed,484,2045,893,2938,11,4999,Med,1.33,Secure,Femal,41,No,Y,Y,3,2,18
2340,2,6,1.09,trading,Unemployed,3606,4274,4640,8914,3312,3274,Medium,41.52,Mod,f,21,Yes,yes,no,0,1,10
810,2,5,0.6,Business,unemp,4323KES,5760,5497,11257,5580,4504,Med,22.96,Insecur,M,31,Y,Yes,N,2,4,11
4268,4,12,0.12,Agriculture,unemp,9994,10586,"10,860",21446,10654,513,Low,100,Insecur,Femal,22,Yes,yes,Yes,1,2,19
5367,1,8,2.83,agriculture,Self-Employed,1878,3741,2962,6703,2111,1957,Med,11.69,Insecure,Femal,62,no,No,N,4,2,20
5751,1,3,1.83,casual labor,Employed,2373,3027,2851,5878,2931,544,Lw,21.36,Secure,male,51,Yes,yes,No,1,3,17
16408,2,6,0.02,Trading,Self-Employed,1807,2893,2182,5075,3509,8687,Hgh,37.78,Secure,Femal,67,yes,Yes,Yes,0,0,6
4323,2,9,0.01,Business,Unemployed,3931,4796,4621,9417,4910,9605,Medium,46.53,Secure,FEMALE,42,no,no,N,0,1,5
4569,2,11,2.78,casual labor,Unemployed,4160,5662,"4,545",10207,4701,2683,Lw,60.47,Secure,M,33,no,Yes,N,1,4,19
142,3,8,0.36,agriculture,Self-Employed,5764,6620,6837,13457,6639,7813,Low,40,Moderate,f,30,Yes,Y,no,2,0,11
3945,1,4,1.61,Trading,employd,622,1624,1334,2958,2055,1261,Hgh,13.55,Sec,f,73,yes,Y,no,1,1,11
2896,1,6,1.36,Aid,unemp,620,2362,1815,4177,465,2073,Med,3.14,Insecure,male,75,No,N,Yes,1,1,5
15303,3,7,2.12,Business,unemp,5033KES,6758,5696,12454,5680,4907,Med,40.41,Insecure,FEMALE,70,yes,yes,no,1,3,8
5370,3,8,1.45,Trading,SelfEmployed,3278,4460,3708,8168,3598,5801,Lw,34.8,Secure,Femal,59,N,Yes,No,0,0,14
3553,1,6,1.35,Agriculture,Self-Employed,1724,2714,2340,5054,2904,5714,Hgh,15.91,Insecur,Femal,68,yes,no,Y,1,2,1
516,1,4,0.46,Trading,employd,1195,2326,"1,631",3957,1257,9629,Hgh,1.84,Secure,male,62,Y,No,N,2,1,5
14158,1,5,2.13,trading,Employed,1175,2309,2632,4941,1605,3288,High,6.26,Mod,Femal,50,yes,N,yes,1,2,3
9021,1,7,2.07,trading,Employed,531,1588,1032,2620,1488,3999,Lw,0,Moderate,f,34,Y,N,Y,0,3,13
2149,3,4,1.24,trading,Employed,3674,4895,5033,9928,3477,5873,Low,45.75,Mod,f,38,yes,Yes,no,1,3,6
2573,3,2,0.54,trading,employd,5555,6618,6242,12860,6308,686,Medium,45.4,Insecure,male,26,Yes,No,N,3,2,18
10696,4,7,2.75,agriculture,unemp,7660,8990,8534,17524,8774,910,High,89.61,Mod,M,24,yes,Y,No,0,1,1
5947,3,4,1.71,Aid,Employed,6.3k,6911,7603,14514,6706,4751,High,70.92,Insecur,f,38,Y,Yes,N,0,1,7
13935,2,3,1.44,aid,unemp,4323,5413,5205,10618,4488,7372,Lw,35.97,Insecur,FEMALE,44,Y,Y,no,2,1,16
9178,3,7,1.26,trading,employd,4764,6663,5615,12278,4790,3732,Medium,47.4,Sec,FEMALE,64,N,yes,yes,0,1,2
2577,1,5,2.1,Business,Self-Employed,1162,1830,1948,3778,1071,5569,Medium,18.95,Insecure,male,45,N,No,yes,1,3,9
9859,3,7,0.28,aid,SelfEmployed,6255,6756,6840,13596,6805,6506,Low,63.13,Moderate,male,49,yes,No,no,0,3,20
5450,2,5,1.87,Casual Labor,Self-Employed,3977,5367,4611,9978,3737,9338,Hgh,45.16,Insecur,Male,50,Yes,Yes,N,2,3,7
5037,3,6,2.07,aid,Unemployed,4633,6436,6018,12454,6368,3260,Low,27.42,Moderate,M,33,yes,N,Yes,0,0,7
4847,1,7,1.17,aid,unemp,931,1935,1682,3617,1536,3606,Med,11.77,Moderate,Femal,40,Yes,yes,Yes,1,1,8
12101,3,5,1.28,agriculture,SelfEmployed,6637,8518,7671,16189,6661,7610,Medium,35.08,Sec,Male,33,No,N,yes,2,2,13
3302,1,4,1.83,trading,employd,1036,1850,1654,3504,2612,5951,Hgh,12.31,Moderate,Male,33,yes,N,yes,0,2,0
6552,2,5,1.26,Agriculture,SelfEmployed,4857,"5,486",5628,11114,6679,7292,Hgh,59.25,Secure,Male,76,N,yes,N,0,2,17
11212,1,7,2.69,Casual Labor,Unemployed,517,1688,1054,2742,79,8453,Low,2.41,Mod,Male,19,yes,Y,Yes,0,3,14
2885,3,7,2.3,aid,Self-Employed,4756,6094,5702,11796,5897,4895,Hgh,63.33,Sec,M,57,Yes,no,no,2,2,14
17187,3,3,0.25,Casual Labor,Self-Employed,6538,7343,8009,15352,6867,7278,High,57.21,Mod,M,46,Y,Yes,N,1,2,8
270,1,3,0.74,Aid,Employed,211,1248,1171,2419,1551,2360,Med,18.27,Sec,male,80,no,N,no,3,5,10
13757,4,7,1.33,trading,Employed,7248,8449,8010,16459,7651,8438,Lw,71.02,Insecure,f,74,No,Yes,no,1,2,7
16372,4,4,0.36,Trading,Self-Employed,7971,9077,"8,510",17587,8851,8137,Med,96.34,Sec,Femal,56,Y,no,Y,2,4,0
4064,4,7,2.55,Agriculture,employd,4932,6819,6069,12888,6703,2075,Medium,56.61,Mod,Male,50,Y,Yes,no,2,1,13
8552,4,6,0.9,Agriculture,unemp,9663,11372,10673,22045,11624,2649,Medium,100,Mod,f,20,Y,yes,Y,1,1,20
5074,4,6,2.34,Agriculture,Unemployed,9686,10659,11098,21757,11258,6956,Low,86.29,Insecure,f,36,yes,Y,N,2,1,16
12210,2,7,2.58,Business,employd,3257,3939,4449,8388,5014,7117,Medium,21.46,Mod,FEMALE,76,N,Y,no,1,3,16
9976,4,8,2.52,Aid,unemp,5903,6553,6595,13148,7657,2439,Hgh,55.17,Secure,male,22,yes,Y,yes,1,4,1
10143,1,3,2.71,Aid,Unemployed,2260,3177,2799,5976,3117,6806,Medium,20.09,Mod,Femal,45,N,Yes,N,2,0,6
13096,1,9,1.59,trading,unemp,1748,3218,2553,5771,1594,4945,Low,0,Sec,male,22,yes,yes,N,0,2,8
5570,4,5,0.1,casual labor,employd,7144,8766,7759,16525,9074,3096,Medium,88.45,Secure,M,67,Y,Y,No,1,3,7
5862,2,10,1.56,business,Self-Employed,4252,5739,5659,11398,5183,5153,Lw,52.65,Mod,f,77,yes,no,Y,0,2,6
6440,4,7,0.29,Business,unemp,6143,7370,7428,14798,5788,2013,Medium,63.27,Insecur,Male,23,no,Yes,yes,2,2,18
13981,2,8,1.51,agriculture,unemp,3846,5586,4894,10480,5297,1731,High,29.91,Insecure,Femal,58,Y,no,No,0,1,7
5883,1,7,0.52,agriculture,unemp,2809,4775,3557,8332,3530,8821,Medium,32.75,Sec,f,52,N,Yes,no,1,3,0
14341,1,4,0.32,business,SelfEmployed,709,1919,1872,3791,989,9760,Medium,18.19,Moderate,M,43,no,yes,N,1,2,17
3772,1,6,1.07,Casual Labor,SelfEmployed,1323,3064,1649,4713,1474,2799,Low,0,Moderate,male,69,Y,Yes,yes,0,1,8
16185,4,9,1.94,aid,Self-Employed,5724,7007,6580,13587,6285,4455,High,49.5,Sec,Male,69,yes,no,yes,0,2,1
2964,4,7,2.8,Agriculture,Employed,5960,6542,"7,109",13651,7436,2489,Lw,76.2,Insecur,M,67,yes,yes,Yes,1,5,15
677,3,8,1.32,Business,Self-Employed,6039,7558,6838,14396,6608,3359,Low,64.05,Sec,M,43,Y,no,No,2,3,11
1214,1,7,2.58,aid,Self-Employed,-26,1197,480,1677,1131,7698,Lw,2.98,Secure,Femal,18,no,Yes,No,0,0,16
7988,4,6,2.82,Aid,SelfEmployed,7195,9079,7724,16803,8011,7248,High,58.74,Insecure,Femal,25,yes,No,Yes,1,1,3
2597,4,5,0.09,Casual Labor,SelfEmployed,9268,10878,9818,20696,10889,4372,High,100,Mod,M,53,yes,Y,No,1,0,9
10120,4,4,0.31,agriculture,unemp,7881,9221,9296,18517,8064,763,Hgh,63.45,Sec,FEMALE,37,Y,Yes,no,1,1,0
6119,3,9,2.04,Trading,employd,5619,7575,6003,13578,5536,9779,High,49.42,Mod,M,68,N,No,Yes,1,3,12
5922,3,6,0.19,casual labor,Employed,5899,6749,"6,855",13604,6749,4009,Lw,58.25,Insecure,Femal,75,No,Yes,no,1,0,10
8409,2,5,1.82,agriculture,unemp,2638,4209,3271,7480,4237,9021,Hgh,21.73,Sec,f,29,yes,no,Yes,0,6,1
16154,2,8,0.79,aid,Self-Employed,3169,3709,3728,7437,3528,741,Lw,37.29,Mod,male,52,No,Yes,Y,2,2,19
431,1,6,0,Casual Labor,unemp,"2,227",3375,2656,6031,4008,3078,Hgh,18.78,Insecure,FEMALE,68,Y,No,No,0,1,11
8051,3,6,0.62,aid,Self-Employed,"2,900",4145,4127,8272,4860,146,Lw,28.29,Insecur,Femal,64,No,yes,N,1,5,19
15348,2,6,0.33,Trading,SelfEmployed,4282,5698,4662,10360,6197,9359,Low,41.49,Secure,Male,77,Y,Yes,Y,1,1,13
2640,2,7,1.73,Aid,employd,2945,3609,3857,7466,3705,4032,High,4.01,Insecur,FEMALE,80,N,Yes,no,0,2,2
16802,3,3,0.75,Trading,employd,5161,5808,5692,11500,5349,7225,Hgh,48.35,Mod,FEMALE,71,Yes,N,Yes,0,2,1
10618,1,5,0.52,aid,employd,1497,2335,"2,634",4969,2211,8013,High,32.96,Insecure,FEMALE,32,Yes,Yes,Y,2,1,3
3881,4,7,2.65,trading,Self-Employed,6216,8123,"6,743",14866,6967,2347,Medium,37.78,Insecur,Male,49,No,N,Y,1,1,4
12937,3,7,0.18,Casual Labor,employd,6121,7675,7116,14791,7867,3215,Medium,39.18,Sec,FEMALE,28,Y,Yes,Y,1,1,9
16735,3,6,2.36,Aid,employd,3948,5241,4679,9920,4915,3979,Low,36.07,Moderate,FEMALE,38,No,N,Y,0,1,19
17163,2,10,0.62,casual labor,Unemployed,3257,4655,4067,8722,4576,6262,High,31.25,Mod,Male,61,yes,Y,no,1,3,11
12336,2,5,0.59,business,Employed,1596,2486,2638,5124,2246,7722,Medium,11.71,Secure,f,53,Y,no,Y,1,1,4
4454,3,3,1.27,Casual Labor,Employed,5880,6874,6376,13250,7348,2923,Med,53.9,Secure,male,55,N,No,N,0,2,19
6507,4,2,1.76,Aid,Unemployed,9627,10137,10550,20687,10155,8997,Medium,91.82,Sec,M,21,no,No,No,1,2,19
15664,4,4,0.58,business,unemp,6457,7327,7588,14915,7804,4838,Medium,58.54,Mod,Femal,60,Y,no,yes,0,2,16
9572,2,6,0.32,Agriculture,Unemployed,2061,2954,3111,6065,3321,139,Lw,22.06,Insecure,Male,53,no,no,yes,0,1,7
967,4,5,0.04,Casual Labor,SelfEmployed,8647,9996,9821,19817,10538,6623,Hgh,92.86,Secure,M,29,N,Y,no,1,3,1
888,1,1,2.35,Casual Labor,unemp,2136,3997,2669,6666,3719,3498,High,27.36,Mod,M,53,yes,No,Y,2,3,1
12155,1,2,1.29,Casual Labor,employd,3168,3847,3933,7780,3424,5055,Low,45.42,Mod,M,55,Yes,yes,no,2,4,19
13235,3,9,2.54,Agriculture,Employed,3440,5035,3836,8871,3758,4432,High,25.17,Mod,f,61,N,N,Yes,1,0,14
12331,4,12,2.43,agriculture,Self-Employed,8864,"10,070",9583,19653,8904,3939,Low,93.55,Sec,M,38,yes,no,yes,1,0,15
2728,3,6,2.86,Trading,Unemployed,6784,8310,8185,16495,8185,3806,Med,79.66,Secure,FEMALE,41,Y,Y,N,0,1,9
10610,4,6,1.16,Casual Labor,Employed,7999,9399,8631,18030,9119,2036,Hgh,82.87,Insecur,FEMALE,77,no,no,Yes,2,2,8
1313,3,5,0.66,Trading,Self-Employed,5478,7063,6149,13212,5657,4847,Med,75.71,Sec,FEMALE,thirty,no,No,No,0,1,15
15545,2,7,2.41,casual labor,SelfEmployed,5060,6648,5762,12410,5138,8875,High,48.8,Insecur,Male,66,No,No,yes,2,1,5
1085,1,3,1.36,Casual Labor,Employed,1118,2955,2012,4967,2944,3871,Hgh,0,Insecur,FEMALE,53,Y,yes,no,2,2,12
7620,4,5,0.93,Trading,employd,8977,10582,9545,20127,9852,9724,Med,86.09,Insecure,male,37,N,Yes,Yes,1,6,18
8295,4,5,2.03,casual labor,Unemployed,8958,10487,9325,19812,9258,4663,High,73.17,Moderate,Male,73,Y,No,Y,0,2,1
14255,3,4,1.32,Agriculture,Self-Employed,6595,7951,7577,15528,7786,7186,Hgh,65.24,Insecure,f,19,yes,yes,No,1,1,16
3123,4,3,2.16,trading,unemp,7460,8269,8005,16274,7381,15258,Low,90.69,Secure,M,79,Yes,Yes,N,2,2,1
9681,2,8,2.28,Aid,unemp,1175,2703,1510,4213,2763,3240,Lw,9.23,Sec,FEMALE,77,No,no,yes,2,0,8
16153,2,2,2.7,Trading,Unemployed,2843,4372,4091,8463,3551,1475,Medium,29.29,Sec,Male,34,Yes,No,Y,3,0,14
17327,4,2,0.82,Agriculture,Employed,8685,9837,9051,18888,8949,2708,High,79.34,Insecure,M,42,N,No,N,0,0,16
8579,2,6,1.24,Casual Labor,SelfEmployed,2199,3676,3653,7329,2559,5010,Hgh,19.75,Insecure,f,75,no,N,No,0,2,0
10545,3,4,1.07,trading,unemp,"6,307",8154,6906,15060,6632,3870,Hgh,67.08,Insecure,male,62,N,Yes,Yes,0,4,3
13420,3,4,1.83,Aid,Self-Employed,4653,6173,5842,12015,4803,3113,High,34.85,Insecur,M,56,Yes,Y,Y,0,3,12
11846,4,8,2.8,business,unemp,8010,9139,8342,17481,9723,8678,Hgh,67.75,Sec,M,32,No,no,N,0,3,12
2938,1,4,0.22,Business,Self-Employed,1302,2284,2208,4492,1147,5701,Med,17.3,Sec,Male,29,yes,Yes,No,0,2,11
14938,1,3,1.8,Aid,SelfEmployed,1117,2053,2004,4057,1249,5862,Lw,16.83,Moderate,FEMALE,59,No,no,N,2,3,4
15854,3,5,2.31,business,SelfEmployed,5627,7493,6154,13647,5557,8247,Hgh,75.93,Mod,f,34,N,no,no,1,3,4
16868,4,3,1.5,Casual Labor,Self-Employed,7439,9095,"8,559",17654,9207,8604,Medium,90.56,Insecur,M,59,Yes,Y,Y,2,3,3
5736,3,4,0.11,Casual Labor,Employed,3481,5409,3930,9339,3416,223,Lw,32.34,Insecure,Femal,74,N,Yes,N,0,2,16
10307,2,5,2.06,casual labor,unemp,2654,3557,3964,7521,2904,1833,High,29.13,Secure,FEMALE,51,N,no,No,0,2,17
5700,3,5,1.97,Trading,SelfEmployed,4278,4780,5329,10109,4419,5426,Hgh,30.37,Insecur,FEMALE,19,Y,Yes,No,1,2,13
2861,1,5,1.89,agriculture,Unemployed,2432,2949,3089,6038,3452,9940,Low,17.6,Insecure,f,31,yes,No,yes,1,2,18
2527,4,7,2.13,Business,SelfEmployed,9429,10452,9916,20368,10787,6397,Low,100,Insecure,M,76,Y,no,Y,0,2,0
140,3,9,1.81,Aid,employd,3392,4039,4677,8716,4274,3553,High,17.59,Mod,M,50,no,yes,Yes,1,3,7
173,2,7,0.95,Aid,Self-Employed,4343,5270,5593,10863,5789,2752,Med,48.04,Insecure,male,45,No,Yes,Y,1,2,13
5511,3,5,0.42,Casual Labor,Self-Employed,"4,593",6250,"5,151",11401,4691,4446,Med,59.39,Sec,Male,65,No,no,Y,2,4,3
7057,4,10,2.46,Business,SelfEmployed,7989,9971,9268,19239,8789,8869,Low,89.16,Secure,f,36,Yes,No,no,3,0,15
14239,4,8,0.47,trading,unemp,8237,8916,9677,18593,9084,351,Low,83.45,Insecur,f,45,No,No,no,2,8,7
6359,1,7,0.35,Agriculture,employd,1327,2348,2786,5134,1484,3532,Medium,45.66,Mod,male,47,yes,Yes,Y,0,1,12
7124,4,6,1.49,agriculture,Unemployed,7034,8413,8203,16616,7381,7232,Medium,74.68,Sec,Femal,34,yes,Y,No,1,2,6
5986,3,3,1.79,Casual Labor,SelfEmployed,6801,7354,7963,15317,8212,9994,High,75.66,Secure,FEMALE,66,yes,No,yes,1,2,12
14729,4,1,0.55,aid,Unemployed,5703,6290,6348,12638,6467,4685,Low,86.25,Secure,f,twenty-eight,Y,yes,No,0,2,0
15259,3,6,0.1,aid,Employed,4777,5886,6146,12032,5114,4986,Low,47.68,Mod,Male,62,No,N,no,0,3,4
11288,1,5,1.44,Trading,employd,2247,2864,3175,6039,2340,5244,Med,29.34,Mod,Male,46,No,Y,yes,1,1,15
13326,3,5,2.25,Agriculture,Unemployed,5205,6947,5863,12810,7130,4132,Med,44.51,Mod,FEMALE,29,N,yes,no,0,2,8
8591,3,8,1.27,business,Employed,4705,5426,5124,10550,4815,7873,Low,57.04,Sec,Male,46,yes,No,yes,2,2,5
6063,1,6,0.17,business,SelfEmployed,451,1187,1098,2285,202,8652,Med,0,Mod,male,50,N,N,No,0,2,4
15174,2,8,0.49,trading,SelfEmployed,4818,5772,6150,11922,5090,1666,Lw,48.51,Insecure,Male,34,yes,no,yes,1,1,19
13611,3,6,0.33,Business,employd,3.9k,5659,4339,9998,3646,1089,Low,50.7,Secure,FEMALE,22,Yes,No,yes,1,0,18
5480,4,6,1.05,Aid,Self-Employed,7828,"8,429",8513,16942,8169,7610,Med,100,Mod,M,21,Y,No,yes,0,3,1
15018,2,6,2.21,Business,unemp,2425,3255,3325,6580,4295,6279,High,35.32,Moderate,Male,74,no,Yes,no,2,0,11
2947,4,8,0.33,Casual Labor,employd,"9,719",11385,10418,21803,11071,8236,Lw,89.51,Insecure,male,62,Y,yes,yes,0,0,12
13625,3,10,1.01,aid,Unemployed,4802,5522,"6,280",11802,5651,7595,Medium,50.17,Mod,f,22,N,no,N,0,4,10
4279,3,6,1.64,Business,Self-Employed,4418,6061,5123,11184,5432,5890,Lw,43.29,Moderate,FEMALE,79,N,no,No,1,2,18
4004,3,3,1.21,agriculture,unemp,6157,8027,7517,15544,6288,5690,Low,66.4,Sec,Male,24,N,Y,Yes,0,3,0
17104,2,6,2.73,casual labor,SelfEmployed,2159,3180,3656,6836,1873,5838,Lw,38.64,Insecur,f,32,No,yes,Yes,1,2,14
7624,1,5,2.87,Casual Labor,employd,2269,3353,2965,6318,3796,8926,Medium,20.22,Insecure,Femal,74,yes,N,N,1,0,5
10397,3,5,0.25,casual labor,Self-Employed,6019,7338,7461,14799,6912,112,Medium,50.98,Mod,Male,23,N,yes,No,1,1,4
6924,3,3,0,Business,unemp,5694,6217,7113,13330,6620,6977,Medium,36.61,Insecur,Femal,78,yes,Yes,No,2,1,18
15275,2,8,1.14,casual labor,employd,1800,2773,2746,5519,2184,547,Lw,0.94,Mod,M,31,no,N,Y,0,3,5
1743,1,8,1.25,Trading,employd,1168,1823,2045,3868,3137,2397,Hgh,6.98,Mod,M,30,N,No,yes,0,2,12
12121,4,9,1.7,Casual Labor,Self-Employed,5011,"5,753",6038,11791,6173,630,Med,46.81,Moderate,Femal,74,Y,no,Y,3,2,9
14025,1,5,0.91,Casual Labor,unemp,"3,188",4878,3507,8385,3971,3597,Low,23.62,Mod,male,51,no,N,Y,2,2,18
15034,2,9,2.24,trading,unemp,2034,3063,3090,6153,2316,3212,Low,40.74,Moderate,FEMALE,49,Y,no,No,4,2,11
5295,4,6,1.01,business,Unemployed,9061,10131,"10,407",20538,9874,6757,Hgh,91.06,Sec,f,66,yes,Y,Yes,0,1,10
8071,1,7,2.29,Casual Labor,Employed,1467,1970,2712,4682,2100,9957,Lw,5.06,Moderate,FEMALE,33,N,no,no,0,3,10
16427,4,6,2.97,Agriculture,Self-Employed,6346,7222,"7,517",14739,8057,631,High,49.62,Insecur,Femal,72,Yes,Y,N,1,6,15
6968,1,9,2.53,Agriculture,employd,1103,2733,2355,5088,1748,2066,Hgh,0,Moderate,M,56,N,yes,Y,0,2,8
15688,4,5,2.96,trading,Self-Employed,8671,10056,9758,19814,9300,2937,Medium,90.74,Insecur,Femal,68,yes,Y,No,0,3,5
13914,3,4,2.59,Business,unemp,6225,7300,7701,15001,7730,9457,Low,53.49,Secure,male,31,no,Y,no,0,2,11
4176,1,7,2.68,trading,Self-Employed,1697,3589,2641,6230,2450,9796,High,28.91,Secure,FEMALE,59,No,Y,no,1,2,0
10310,4,6,0.47,Casual Labor,Employed,6528,8374,7803,16177,7621,7139,Low,61.07,Insecur,M,79,Yes,yes,No,1,3,5
13865,4,6,2.23,aid,unemp,5246,6931,6420,13351,6139,8922,Med,48.56,Sec,male,26,N,yes,yes,1,2,17
5351,3,6,0.22,trading,Self-Employed,5100,5615,6090,11705,6903,7703,Medium,68.73,Sec,FEMALE,46,Yes,yes,No,2,2,1
14437,1,7,0.12,aid,SelfEmployed,285,1449,1161,2610,2265,7185,Medium,10.18,Mod,FEMALE,67,Yes,yes,No,2,2,9
4820,3,5,0.44,Trading,Unemployed,5100,6862,6267,13129,6584,4973,High,52.63,Sec,M,63,no,no,No,2,1,11
1522,1,7,2.54,Business,Employed,1866,3043,3108,6151,2232,4824,Low,23.61,Moderate,Male,53,no,Yes,Yes,3,2,20
5694,3,3,0.33,agriculture,Employed,6002,6713,6319,13032,7917,9329,Lw,70.44,Insecur,f,61,N,yes,Yes,0,2,10
2108,3,4,2.47,Casual Labor,Self-Employed,5726KES,6683,7187,13870,5507,6533,Hgh,63.73,Sec,FEMALE,64,Y,no,no,1,2,14
11272,3,3,2.45,trading,Self-Employed,6511,"7,654",6846,14500,6324,5744,Med,76.25,Mod,Male,55,no,No,Y,0,2,10
13271,2,7,1.88,Agriculture,Unemployed,4622,6201,5516,11717,4342,5534,Low,53.5,Secure,M,73,Y,Yes,N,1,2,0
13064,4,8,0.99,casual labor,employd,10114,11410,11174,22584,10181,1076,Med,88.9,Moderate,f,45,Y,N,Y,0,2,8
1233,2,3,2.66,Trading,unemp,1810,3386,2760,6146,1553,172,Med,15.58,Moderate,Femal,62,N,Y,No,0,2,0
14538,1,9,2.04,casual labor,Self-Employed,1963,2865,2881,5746,2573,3825,Lw,15.86,Mod,FEMALE,24,no,no,No,1,1,6
15413,1,7,0.54,Trading,SelfEmployed,1798,2299,3258,5557,1701,4867,Med,15.18,Moderate,Male,43,Yes,No,N,2,3,4
